Book-Title,Author-Name,Description,Level,Image-URL,ISBN,Ratings,Genres
"THE STARS UNDYING (EMPIRE WITHOUT END, #1)", Emery Robin,"A spectacular space opera debut perfect for readers of Ann Leckie's Ancillary Justice and Arkady Martine's A Memory Called Empire, inspired by the lives and loves of Cleopatra and Julius Caesar.Princess Altagracia has lost everything. After a bloody civil war, her twin sister has claimed not just the crown of their planet Szayet but the Pearl of its prophecy, a computer that contains the immortal soul of Szayet's god. Stripped of her birthright, Gracia flees the planet—just as Matheus Ceirran, Commander of the interstellar Empire of Ceiao, arrives in deadly pursuit with his volatile lieutenant, Anita. When Gracia and Ceirran's paths collide, Gracia sees an opportunity to win back her planet, her god, and her throne…if she can win the Commander and his right-hand officer over first.But talking her way into Ceirran’s good graces, and his bed, is only the beginning",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651106435i/60382741.jpg,316391395,3.7,Fiction
"ONE LAST CHANCE (BLOOD TIES, #3)",Kat Martin,"The New York Times bestselling author delivers an explosive thriller perfect for fans of Laura Griffin and Heather Graham featuring a dangerous cult, an ex Green Beret, and a female private investigator who will stop at nothing to rescue her missing sister and unmask a high-stakes conspiracy. Former Green Beret Edge Logan has made a new life for himself at Nighthawk Security in Denver, using his finely honed skills to neutralize threats of all kinds. ",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646321661i/60542518.jpg,1496736818,4.32,Fiction
WE DESERVE MONUMENTS,Jas Hammonds,"Family secrets, a swoon-worthy romance, and a slow-burn mystery collide in We Deserve Monuments, a YA debut from Jas Hammonds that explores how racial violence can ripple down through generations. What’s more important: Knowing the truth or keeping the peace?Seventeen-year-old Avery Anderson is convinced her senior year is ruined when she's uprooted from her life in DC and forced into the hostile home of her terminally ill grandmother, Mama Letty",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644414847i/58484187.jpg,1250816556,4.47,Fiction
WINTERLAND,Rae Meadows,"Perfection has a cost . . . Reminiscent of Maggie Shipstead’s Astonish Me and Julia Phillips’s Disappearing Earth, Winterland tells the story of a previous era, shockingly pertinent today, shaped by glory and loss and finding light where none exists.In the Soviet Union in 1973, there is perhaps no greater honor for a young girl than to be chosen to be part of the famed USSR gymnastics program. So when eight-year-old Anya is tapped, her family is thrilled. What is left of her family, that is. Years ago her mother disappeared.",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1648414450i/60243146.jpg, 125083452X,3.98,Fiction
SMALL GAME: A NOVEL,Blair Braverman,"A gripping debut novel about a survival reality show gone wrong that leaves a group of strangers stranded in the northern wilds  Four strangers and six weeks: this is all that separates Mara from one life-changing payday. She was surprised when reality TV producers came knocking at Primal Instinct—the survival school where she teaches rich clients not to die during a night outdoors—and even more shocked to be cast in their new show, Civilization. Now she just has to live off the land with her fellow survivors for long enough to get the prize money.",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646501317i/60277011.jpg,63066173,3.61,Fiction
FLIGHT,Lynn Steger Strong,"""Arresting and powerful, Flight examines the possibility and pain of fierce love and hope in our time of looming existential threats."" -- Lily King, New York Times bestselling author of Writers & Lovers ""Suspenseful, dazzling and moving."" -- Rumaan Alam, New York Times bestselling author of Leave the World Behind It's December twenty-second and siblings Henry, Kate, and Martin have converged with their spouses on Henry's house in upstate New York. This is the first Christmas the siblings are without their mother, the first not at their mother's Florida house",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659418745i/60254211.jpg,63135140,3.58,Fiction
WE ALL WANT IMPOSSIBLE THINGS,Catherine Newman*,"Who knows you better than your best friend? Who knows your secrets, your fears, your desires, your strange imperfect self? Edi and Ash have been best friends for over forty years. Since childhood they have seen each other through life's milestones: stealing vodka from their parents, the Madonna phase, REM concerts, unexpected wakes, marriages, infertility, children. As Ash notes, 'Edi's memory is like the back-up hard drive for mine.'So when Edi is diagnosed with terminal cancer, Ash's world reshapes around the rhythms of Edi's care, from chipped ice and watermelon cubes to music therapy; from snack smuggling to impromptu excursions into the frozen winter night. Because life is about squeezing the joy out of every moment, about building a powerhouse of memories, about learning when to hold on, and when to let go.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1645390620i/60410002.jpg,63230895,4.18,Fiction
"A RESTLESS TRUTH (THE LAST BINDING, #2)", Freya Marske,"Magic! Murder! Shipboard romance! The second entry in Freya Marske's beloved The Last Binding trilogy, the queer historical fantasy series that began with A Marvellous LightThe most interesting things in Maud Blyth's life have happened to her brother Robin, but she's ready to join any cause, especially if it involves magical secrets that may threaten the whole of the British Isles. Bound for New York on the R.M.S. Lyric, she's ready for an adventure. What she actually finds is a dead body, a disrespectful parrot, and a beautiful stranger in Violet Debenham, who is everything—a magician, an actress, a scandal—Maud has been trained to fear and has learned to desire. Surrounded by the open sea and a ship full of loathsome, aristocratic suspects, they must solve a murder and untangle a conspiracy that began generations before them. ",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1642534531i/59807966.jpg,1250788919,4.1,Fiction
TREAD OF ANGELS,Rebecca Roanhorse,"Celeste, a card sharp with a penchant for trouble, takes on the role of advocatus diaboli, to defend her sister Mariel, accused of murdering a Virtue, a member of the ruling class in the mining town of Goetia, in a new world of dark fantasy. High in the remote mountains, the town of Goetia is booming as prospectors from near and far come to mine the powerful new element Divinity. Divinity is the remains of the body of the rebel Abaddon, who fell to earth during Heaven's War, and it powers the world’s most inventive and innovative technologies, ushering in a new age of progress. However, only the descendants of those that rebelled, called Fallen, possess the ability to see the rich lodes of the precious element. ",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1666198311i/60321430.jpg,1982166185,3.54,Fiction
NOW IS NOT THE TIME TO PANIC, Kevin Wilson,"From the New York Times bestselling author of Nothing to See Here comes an exuberant, bighearted novel about two teenage misfits who spectacularly collide one fateful summer, and the art they make that changes their lives forever. Sixteen-year-old Frankie Budge—aspiring writer, indifferent student, offbeat loner—is determined to make it through yet another sad summer in Coalfield, Tennessee, when she meets Zeke, a talented artist who has just moved into his grandmother’s unhappy house and who is as lonely and awkward as Frankie is. Romantic and creative sparks begin to fly, and when the two jointly make an unsigned poster, shot through with an enigmatic phrase, it becomes unforgettable to anyone who sees it.",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673009807i/60415700.jpg,62913506,3.8,Fiction
